순번,국립공원,사무소,관리지구,탐방지역,일자,전체 탐방객수
464,설악산,설악산,장수대지구,장수대,2018.2.8,27
465,설악산,설악산,장수대지구,한계령,2018.2.8,58
466,설악산,설악산,백담지구,남교리,2018.2.8,5
467,설악산,설악산,백담지구,백담,2018.2.8,77
468,설악산,설악산,점봉산,점봉산(곰배령),2018.2.8,22
469,설악산,설악산,설악동,설악동,2018.2.9,4090
470,설악산,설악산,설악동,설악동 야영장,2018.2.9,6
471,설악산,설악산,설악동,설악동 탐방안내소,2018.2.9,0
472,설악산,설악산,오색지구,남설악,2018.2.9,35
473,설악산,설악산,오색지구,약수터입구,2018.2.9,85
474,설악산,설악산,오색지구,용소폭포,2018.2.9,4
475,설악산,설악산,오색지구,흘림골,2018.2.9,0
476,설악산,설악산,장수대지구,장수대,2018.2.9,10
477,설악산,설악산,장수대지구,한계령,2018.2.9,62
478,설악산,설악산,백담지구,남교리,2018.2.9,3
479,설악산,설악산,백담지구,백담,2018.2.9,83
480,설악산,설악산,점봉산,점봉산(곰배령),2018.2.9,10
481,설악산,설악산,설악동,설악동,2018.2.10,5071
482,설악산,설악산,설악동,설악동 야영장,2018.2.10,18
483,설악산,설악산,설악동,설악동 탐방안내소,2018.2.10,0
484,설악산,설악산,오색지구,남설악,2018.2.10,177
485,설악산,설악산,오색지구,약수터입구,2018.2.10,87
486,설악산,설악산,오색지구,용소폭포,2018.2.10,26
487,설악산,설악산,오색지구,흘림골,2018.2.10,0
488,설악산,설악산,장수대지구,장수대,2018.2.10,31
489,설악산,설악산,장수대지구,한계령,2018.2.10,303
490,설악산,설악산,백담지구,남교리,2018.2.10,6
491,설악산,설악산,백담지구,백담,2018.2.10,109
492,설악산,설악산,점봉산,점봉산(곰배령),2018.2.10,129
493,설악산,설악산,설악동,설악동,2018.2.11,3432
494,설악산,설악산,설악동,설악동 야영장,2018.2.11,3
495,설악산,설악산,설악동,설악동 탐방안내소,2018.2.11,0
496,설악산,설악산,오색지구,남설악,2018.2.11,22
497,설악산,설악산,오색지구,약수터입구,2018.2.11,79
498,설악산,설악산,오색지구,용소폭포,2018.2.11,1
499,설악산,설악산,오색지구,흘림골,2018.2.11,0
500,설악산,설악산,장수대지구,장수대,2018.2.11,16
501,설악산,설악산,장수대지구,한계령,2018.2.11,16
502,설악산,설악산,백담지구,남교리,2018.2.11,13
503,설악산,설악산,백담지구,백담,2018.2.11,162
504,설악산,설악산,점봉산,점봉산(곰배령),2018.2.11,101
505,설악산,설악산,설악동,설악동,2018.2.12,2450
506,설악산,설악산,설악동,설악동 야영장,2018.2.12,0
507,설악산,설악산,설악동,설악동 탐방안내소,2018.2.12,0
508,설악산,설악산,오색지구,남설악,2018.2.12,26
509,설악산,설악산,오색지구,약수터입구,2018.2.12,37
510,설악산,설악산,오색지구,용소폭포,2018.2.12,11
511,설악산,설악산,오색지구,흘림골,2018.2.12,0
512,설악산,설악산,장수대지구,장수대,2018.2.12,4
513,설악산,설악산,장수대지구,한계령,2018.2.12,45
514,설악산,설악산,백담지구,남교리,2018.2.12,1
515,설악산,설악산,백담지구,백담,2018.2.12,79
516,설악산,설악산,점봉산,점봉산(곰배령),2018.2.12,0
517,설악산,설악산,설악동,설악동,2018.2.13,2486
518,설악산,설악산,설악동,설악동 야영장,2018.2.13,0
519,설악산,설악산,설악동,설악동 탐방안내소,2018.2.13,0
520,설악산,설악산,오색지구,남설악,2018.2.13,8
521,설악산,설악산,오색지구,약수터입구,2018.2.13,35
522,설악산,설악산,오색지구,용소폭포,2018.2.13,1
523,설악산,설악산,오색지구,흘림골,2018.2.13,0
524,설악산,설악산,장수대지구,장수대,2018.2.13,9
525,설악산,설악산,장수대지구,한계령,2018.2.13,44
526,설악산,설악산,백담지구,남교리,2018.2.13,4
527,설악산,설악산,백담지구,백담,2018.2.13,86
528,설악산,설악산,점봉산,점봉산(곰배령),2018.2.13,0
529,설악산,설악산,설악동,설악동,2018.2.14,2309
530,설악산,설악산,설악동,설악동 야영장,2018.2.14,15
531,설악산,설악산,설악동,설악동 탐방안내소,2018.2.14,0
532,설악산,설악산,오색지구,남설악,2018.2.14,26
533,설악산,설악산,오색지구,약수터입구,2018.2.14,56
534,설악산,설악산,오색지구,용소폭포,2018.2.14,10
535,설악산,설악산,오색지구,흘림골,2018.2.14,0
536,설악산,설악산,장수대지구,장수대,2018.2.14,9
537,설악산,설악산,장수대지구,한계령,2018.2.14,66
538,설악산,설악산,백담지구,남교리,2018.2.14,4
539,설악산,설악산,백담지구,백담,2018.2.14,92
540,설악산,설악산,점봉산,점봉산(곰배령),2018.2.14,4
541,설악산,설악산,설악동,설악동,2018.2.15,4204
542,설악산,설악산,설악동,설악동 야영장,2018.2.15,63
543,설악산,설악산,설악동,설악동 탐방안내소,2018.2.15,0
544,설악산,설악산,오색지구,남설악,2018.2.15,110
545,설악산,설악산,오색지구,약수터입구,2018.2.15,207
546,설악산,설악산,오색지구,용소폭포,2018.2.15,133
547,설악산,설악산,오색지구,흘림골,2018.2.15,0
548,설악산,설악산,장수대지구,장수대,2018.2.15,12
549,설악산,설악산,장수대지구,한계령,2018.2.15,120
550,설악산,설악산,백담지구,남교리,2018.2.15,9
551,설악산,설악산,백담지구,백담,2018.2.15,77
552,설악산,설악산,점봉산,점봉산(곰배령),2018.2.15,25
553,설악산,설악산,설악동,설악동,2018.2.16,7340
554,설악산,설악산,설악동,설악동 야영장,2018.2.16,81
555,설악산,설악산,설악동,설악동 탐방안내소,2018.2.16,0
556,설악산,설악산,오색지구,남설악,2018.2.16,76
557,설악산,설악산,오색지구,약수터입구,2018.2.16,297
558,설악산,설악산,오색지구,용소폭포,2018.2.16,126
559,설악산,설악산,오색지구,흘림골,2018.2.16,0
560,설악산,설악산,장수대지구,장수대,2018.2.16,14
561,설악산,설악산,장수대지구,한계령,2018.2.16,155
562,설악산,설악산,백담지구,남교리,2018.2.16,9
563,설악산,설악산,백담지구,백담,2018.2.16,150
564,설악산,설악산,점봉산,점봉산(곰배령),2018.2.16,18
565,설악산,설악산,설악동,설악동,2018.2.17,9998
566,설악산,설악산,설악동,설악동 야영장,2018.2.17,66
567,설악산,설악산,설악동,설악동 탐방안내소,2018.2.17,0
568,설악산,설악산,오색지구,남설악,2018.2.17,202
569,설악산,설악산,오색지구,약수터입구,2018.2.17,382
570,설악산,설악산,오색지구,용소폭포,2018.2.17,154
571,설악산,설악산,오색지구,흘림골,2018.2.17,0
572,설악산,설악산,장수대지구,장수대,2018.2.17,17
573,설악산,설악산,장수대지구,한계령,2018.2.17,186
574,설악산,설악산,백담지구,남교리,2018.2.17,34
575,설악산,설악산,백담지구,백담,2018.2.17,146
576,설악산,설악산,점봉산,점봉산(곰배령),2018.2.17,107
577,설악산,설악산,설악동,설악동,2018.2.18,7801
578,설악산,설악산,설악동,설악동 야영장,2018.2.18,15
579,설악산,설악산,설악동,설악동 탐방안내소,2018.2.18,0
580,설악산,설악산,오색지구,남설악,2018.2.18,96
581,설악산,설악산,오색지구,약수터입구,2018.2.18,171
582,설악산,설악산,오색지구,용소폭포,2018.2.18,111
583,설악산,설악산,오색지구,흘림골,2018.2.18,0
584,설악산,설악산,장수대지구,장수대,2018.2.18,21
585,설악산,설악산,장수대지구,한계령,2018.2.18,93
586,설악산,설악산,백담지구,남교리,2018.2.18,18
587,설악산,설악산,백담지구,백담,2018.2.18,96
588,설악산,설악산,점봉산,점봉산(곰배령),2018.2.18,49
589,설악산,설악산,설악동,설악동,2018.2.19,3229
590,설악산,설악산,설악동,설악동 야영장,2018.2.19,3
591,설악산,설악산,설악동,설악동 탐방안내소,2018.2.19,0
592,설악산,설악산,오색지구,남설악,2018.2.19,29
593,설악산,설악산,오색지구,약수터입구,2018.2.19,139
594,설악산,설악산,오색지구,용소폭포,2018.2.19,28
595,설악산,설악산,오색지구,흘림골,2018.2.19,0
596,설악산,설악산,장수대지구,장수대,2018.2.19,5
597,설악산,설악산,장수대지구,한계령,2018.2.19,41
598,설악산,설악산,백담지구,남교리,2018.2.19,7
599,설악산,설악산,백담지구,백담,2018.2.19,56
600,설악산,설악산,점봉산,점봉산(곰배령),2018.2.19,0
601,설악산,설악산,설악동,설악동,2018.2.20,3808
602,설악산,설악산,설악동,설악동 야영장,2018.2.20,0
603,설악산,설악산,설악동,설악동 탐방안내소,2018.2.20,0
604,설악산,설악산,오색지구,남설악,2018.2.20,35
605,설악산,설악산,오색지구,약수터입구,2018.2.20,86
606,설악산,설악산,오색지구,용소폭포,2018.2.20,23
607,설악산,설악산,오색지구,흘림골,2018.2.20,0
608,설악산,설악산,장수대지구,장수대,2018.2.20,61
609,설악산,설악산,장수대지구,한계령,2018.2.20,56
610,설악산,설악산,백담지구,남교리,2018.2.20,8
611,설악산,설악산,백담지구,백담,2018.2.20,94
612,설악산,설악산,점봉산,점봉산(곰배령),2018.2.20,0
613,설악산,설악산,설악동,설악동,2018.2.21,3911
614,설악산,설악산,설악동,설악동 야영장,2018.2.21,3
615,설악산,설악산,설악동,설악동 탐방안내소,2018.2.21,0
616,설악산,설악산,오색지구,남설악,2018.2.21,33
617,설악산,설악산,오색지구,약수터입구,2018.2.21,116
618,설악산,설악산,오색지구,용소폭포,2018.2.21,16
619,설악산,설악산,오색지구,흘림골,2018.2.21,0
620,설악산,설악산,장수대지구,장수대,2018.2.21,5
621,설악산,설악산,장수대지구,한계령,2018.2.21,46
622,설악산,설악산,백담지구,남교리,2018.2.21,12
623,설악산,설악산,백담지구,백담,2018.2.21,87
624,설악산,설악산,점봉산,점봉산(곰배령),2018.2.21,14
625,설악산,설악산,설악동,설악동,2018.2.22,3282
626,설악산,설악산,설악동,설악동 야영장,2018.2.22,3
627,설악산,설악산,설악동,설악동 탐방안내소,2018.2.22,0
628,설악산,설악산,오색지구,남설악,2018.2.22,57
629,설악산,설악산,오색지구,약수터입구,2018.2.22,106
630,설악산,설악산,오색지구,용소폭포,2018.2.22,12
631,설악산,설악산,오색지구,흘림골,2018.2.22,0
632,설악산,설악산,장수대지구,장수대,2018.2.22,5
633,설악산,설악산,장수대지구,한계령,2018.2.22,61
634,설악산,설악산,백담지구,남교리,2018.2.22,15
635,설악산,설악산,백담지구,백담,2018.2.22,99
636,설악산,설악산,점봉산,점봉산(곰배령),2018.2.22,17
637,설악산,설악산,설악동,설악동,2018.2.23,5568
638,설악산,설악산,설악동,설악동 야영장,2018.2.23,27
639,설악산,설악산,설악동,설악동 탐방안내소,2018.2.23,0
640,설악산,설악산,오색지구,남설악,2018.2.23,34
641,설악산,설악산,오색지구,약수터입구,2018.2.23,100
642,설악산,설악산,오색지구,용소폭포,2018.2.23,18
643,설악산,설악산,오색지구,흘림골,2018.2.23,0
644,설악산,설악산,장수대지구,장수대,2018.2.23,7
645,설악산,설악산,장수대지구,한계령,2018.2.23,62
646,설악산,설악산,백담지구,남교리,2018.2.23,1
647,설악산,설악산,백담지구,백담,2018.2.23,91
648,설악산,설악산,점봉산,점봉산(곰배령),2018.2.23,11
649,설악산,설악산,설악동,설악동,2018.2.24,7682
650,설악산,설악산,설악동,설악동 야영장,2018.2.24,48
651,설악산,설악산,설악동,설악동 탐방안내소,2018.2.24,0
652,설악산,설악산,오색지구,남설악,2018.2.24,210
653,설악산,설악산,오색지구,약수터입구,2018.2.24,164
654,설악산,설악산,오색지구,용소폭포,2018.2.24,10
655,설악산,설악산,오색지구,흘림골,2018.2.24,0
656,설악산,설악산,장수대지구,장수대,2018.2.24,22
657,설악산,설악산,장수대지구,한계령,2018.2.24,290
658,설악산,설악산,백담지구,남교리,2018.2.24,5
659,설악산,설악산,백담지구,백담,2018.2.24,232
660,설악산,설악산,점봉산,점봉산(곰배령),2018.2.24,167
661,설악산,설악산,설악동,설악동,2018.2.25,7556
662,설악산,설악산,설악동,설악동 야영장,2018.2.25,21
663,설악산,설악산,설악동,설악동 탐방안내소,2018.2.25,0
664,설악산,설악산,오색지구,남설악,2018.2.25,128
665,설악산,설악산,오색지구,약수터입구,2018.2.25,263
666,설악산,설악산,오색지구,용소폭포,2018.2.25,14
667,설악산,설악산,오색지구,흘림골,2018.2.25,0
668,설악산,설악산,장수대지구,장수대,2018.2.25,29
669,설악산,설악산,장수대지구,한계령,2018.2.25,258
670,설악산,설악산,백담지구,남교리,2018.2.25,31
671,설악산,설악산,백담지구,백담,2018.2.25,263
672,설악산,설악산,점봉산,점봉산(곰배령),2018.2.25,45
673,설악산,설악산,설악동,설악동,2018.2.26,4210
674,설악산,설악산,설악동,설악동 야영장,2018.2.26,12
675,설악산,설악산,설악동,설악동 탐방안내소,2018.2.26,0
676,설악산,설악산,오색지구,남설악,2018.2.26,29
677,설악산,설악산,오색지구,약수터입구,2018.2.26,125
678,설악산,설악산,오색지구,용소폭포,2018.2.26,17
679,설악산,설악산,오색지구,흘림골,2018.2.26,0
680,설악산,설악산,장수대지구,장수대,2018.2.26,4
681,설악산,설악산,장수대지구,한계령,2018.2.26,193
682,설악산,설악산,백담지구,남교리,2018.2.26,12
683,설악산,설악산,백담지구,백담,2018.2.26,180
684,설악산,설악산,점봉산,점봉산(곰배령),2018.2.26,0
685,설악산,설악산,설악동,설악동,2018.2.27,5375
686,설악산,설악산,설악동,설악동 야영장,2018.2.27,8
687,설악산,설악산,설악동,설악동 탐방안내소,2018.2.27,0
688,설악산,설악산,오색지구,남설악,2018.2.27,89
689,설악산,설악산,오색지구,약수터입구,2018.2.27,100
690,설악산,설악산,오색지구,용소폭포,2018.2.27,29
691,설악산,설악산,오색지구,흘림골,2018.2.27,0
692,설악산,설악산,장수대지구,장수대,2018.2.27,1
693,설악산,설악산,장수대지구,한계령,2018.2.27,67
694,설악산,설악산,백담지구,남교리,2018.2.27,2
695,설악산,설악산,백담지구,백담,2018.2.27,139
696,설악산,설악산,점봉산,점봉산(곰배령),2018.2.27,0
697,설악산,설악산,설악동,설악동,2018.2.28,1144
698,설악산,설악산,설악동,설악동 야영장,2018.2.28,8
699,설악산,설악산,설악동,설악동 탐방안내소,2018.2.28,0
700,설악산,설악산,오색지구,남설악,2018.2.28,28
701,설악산,설악산,오색지구,약수터입구,2018.2.28,48
702,설악산,설악산,오색지구,용소폭포,2018.2.28,20
703,설악산,설악산,오색지구,흘림골,2018.2.28,0
704,설악산,설악산,장수대지구,장수대,2018.2.28,1
705,설악산,설악산,장수대지구,한계령,2018.2.28,71
706,설악산,설악산,백담지구,남교리,2018.2.28,3
707,설악산,설악산,백담지구,백담,2018.2.28,78
708,설악산,설악산,점봉산,점봉산(곰배령),2018.2.28,18
